"routeId","eligibilityProfile","rootRoute","naturalPath","visibleControls","shortestPathLength","alternatePath","desktopProof","mobileProof","directEntryProof","returnProof","sourceSha","browserTestId","result","limitation"
"route-page-community-voyage-logs","ANONYMOUS_GATEWAY","/","/ -> /community -> /community/voyage-logs","Community Harbor -> Voyage Logs","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-voyage-logs-consent","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /community -> /community/voyage-logs -> /community/voyage-logs/consent","Community Harbor -> Voyage Logs -> Publication consent","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-voyage-logs-owner","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /community -> /community/voyage-logs -> /community/voyage-logs/owner","Community Harbor -> Voyage Logs -> Your Voyage Log drafts","3","ALTERNATE_REGISTERED_ENTRY","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-forgot-password","ANONYMOUS_GATEWAY","/","/ -> /sign-in -> /forgot-password","Sign In -> Forgot Password","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-B","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-passport","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /passport","Chronicle Passport","1","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-F","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-passport-artifacts","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /passport/artifacts","Artifact Cabinet","1","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-F","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-passport-history","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /passport/history","Chronicle History","1","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-F","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-passport-memories","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /passport -> /passport/memories","Chronicle Passport -> Memories","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-F","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-passport-saved","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /passport -> /passport/saved","Chronicle Passport -> Saved","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-F","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-player-library","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /player/library","My Voyages","1","ALTERNATE_REGISTERED_ENTRY","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-C","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-register","ANONYMOUS_GATEWAY","/","/ -> /register","Create Account","1","ALTERNATE_REGISTERED_ENTRY","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-B","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-sign-in","ANONYMOUS_GATEWAY","/","/ -> /sign-in","Sign In","1","ALTERNATE_REGISTERED_ENTRY","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-B","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-studio-exchange","AUTHENTICATED_CREATOR_GATEWAY","/","/ -> /studio/library -> /studio/exchange","Chronicle Library -> Exchange","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-E","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-studio-library","AUTHENTICATED_CREATOR_GATEWAY","/","/ -> /studio/library","Chronicle Library","1","ALTERNATE_REGISTERED_ENTRY","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-E","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-studio-private-content","AUTHENTICATED_CREATOR_GATEWAY","/","/ -> /studio/library -> /studio/private-content","Chronicle Library -> Private Chronicle","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-E","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-studio-tales-new","AUTHENTICATED_CREATOR_GATEWAY","/","/ -> /studio/library -> /studio/tales/new","Chronicle Library -> Create Chronicle","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-E","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-tales","ANONYMOUS_GATEWAY","/","/ -> /tales","Explore Chronicles","1","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-C","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-captain-sessions-sessionid","AUTHENTICATED_CAPTAIN_GATEWAY","/","/ -> /captain/library -> /captain/sessions/[sessionId]","Voyages -> Open Captain session","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-D","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-captain-tales-taleid","AUTHENTICATED_CAPTAIN_GATEWAY","/","/ -> /captain/library -> /captain/tales/[taleId]","Voyages -> Open Captain Chronicle","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-D","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-captain-voyages-playthroughid-player-preview","AUTHENTICATED_CAPTAIN_GATEWAY","/","/ -> /captain/library -> /captain/voyages/[playthroughId]/player-preview","Voyages -> Open Player-safe preview","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-D","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-chronicles-taleslug","ANONYMOUS_GATEWAY","/","/ -> /tales -> /chronicles/[taleSlug]","Explore Chronicles -> Preview Chronicle","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-A","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-chronicles-taleslug-compare","ANONYMOUS_GATEWAY","/","/ -> /tales -> /chronicles/[taleSlug] -> /chronicles/[taleSlug]/compare","Explore Chronicles -> Preview Chronicle -> See what changed","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-A","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-slug","ANONYMOUS_GATEWAY","/","/ -> /community -> /community/chronicles -> /community/[slug]","Community Harbor -> Chronicles -> Open public Community item","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-collections-slug","ANONYMOUS_GATEWAY","/","/ -> /community -> /community/collections -> /community/collections/[slug]","Community Harbor -> Collections -> Open public collection","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-creators-handle","ANONYMOUS_GATEWAY","/","/ -> /community -> /community/creators -> /community/creators/[handle]","Community Harbor -> Creators -> Open public Creator Profile","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-guides-slug","ANONYMOUS_GATEWAY","/","/ -> /community -> /community/guides -> /community/guides/[slug]","Community Harbor -> Guides -> Open public Guide","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-moderation-id","AUTHENTICATED_MODERATOR_GATEWAY","/","/ -> /community/moderation -> /community/moderation/[id]","Moderation -> Open moderation case","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-voyage-logs-slug","ANONYMOUS_GATEWAY","/","/ -> /community -> /community/voyage-logs -> /community/voyage-logs/[slug]","Community Harbor -> Voyage Logs -> Open public Voyage Log","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-community-voyage-logs-owner-id","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /community -> /community/voyage-logs -> /community/voyage-logs/owner -> /community/voyage-logs/owner/[id]","Community Harbor -> Voyage Logs -> Your Voyage Log drafts -> Open your Voyage Log editor","4","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-G","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-passport-artifacts-artifactId","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /passport/artifacts -> /passport/artifacts/[artifactId]","Artifact Cabinet -> Open Artifact detail","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-F","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-passport-history-recordId","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /passport/history -> /passport/history/[recordId]","Chronicle History -> Open Voyage Record","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-F","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-passport-history-recordid-compare","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /passport/history -> /passport/history/[recordId] -> /passport/history/[recordId]/compare","Chronicle History -> Open Voyage Record -> See what changed","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-F","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-play-taleslug","ANONYMOUS_GATEWAY","/","/ -> /tales -> /play/[taleSlug]","Explore Chronicles -> Preview Chronicle","2","ALTERNATE_REGISTERED_ENTRY","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-C","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-play-taleslug-history","ANONYMOUS_GATEWAY","/","/ -> /tales -> /play/[taleSlug] -> /play/[taleSlug]/history","Explore Chronicles -> Preview Chronicle -> View this browser's Voyage History","3","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-C","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-play-taleslug-session-sessionid","ANONYMOUS_GATEWAY","/","/ -> /tales -> /play/[taleSlug] -> /play/[taleSlug]/session/[sessionId]","Explore Chronicles -> Preview Chronicle -> Begin Voyage","3","ALTERNATE_REGISTERED_ENTRY","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-C","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-player-playthroughs-playthroughid","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /player/library -> /player/playthroughs/[playthroughId]","My Voyages -> Open Voyage","2","NONE_REQUIRED","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-C","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
"route-page-player-playthroughs-playthroughid-journal","AUTHENTICATED_PLAYER_GATEWAY","/","/ -> /player/library -> /player/playthroughs/[playthroughId]/journal","My Voyages -> Open Chronicle Journal","2","ALTERNATE_REGISTERED_ENTRY","STRUCTURAL_PENDING_BROWSER","STRUCTURAL_PENDING_BROWSER","PENDING_BROWSER","REGISTERED_EXIT","IMPLEMENTATION_SOURCE_PENDING","HP-P5-JRN-C","STRUCTURALLY_REACHABLE","BROWSER_PROOF_PENDING"
