"screen_id","semantic_page_title","h1","landmarks","navigation_labels","heading_hierarchy","control_labels","descriptions","error_associations","live_regions","focus_order","route_entry_focus","menu_dialog_focus","focus_restoration","keyboard_controls","touch_targets","current_state_semantics","color_independent_meaning","motion_independent_meaning","image_alternatives","transcript_caption_state","zoom","screen_reader_oriented_test","automated_scan_result","evidence","limitations"
"screen-page-community-collections-slug","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-049-community-collections-slug-standard-desktop;HP-P6-EV-050-community-collections-slug-modern-mobile","No physical screen-reader proof claimed."
"screen-page-community-moderation","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-051-community-moderation-standard-desktop;HP-P6-EV-052-community-moderation-modern-mobile","No physical screen-reader proof claimed."
"screen-page-forgot-password","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-027-forgot-password-standard-desktop;HP-P6-EV-028-forgot-password-modern-mobile","No physical screen-reader proof claimed."
"screen-page-passport","ROUTE_METADATA_OR_PRODUCT_TITLE","Passport Home","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-015-passport-standard-desktop;HP-P6-EV-016-passport-modern-mobile;HP-P6-EV-087-passport-compact-desktop;HP-P6-EV-088-passport-tablet-landscape;HP-P6-EV-089-passport-tablet-portrait;HP-P6-EV-090-passport-narrow-mobile;HP-P6-EV-114-passport-effective-200-percent","No physical screen-reader proof claimed."
"screen-page-passport-artifacts","ROUTE_METADATA_OR_PRODUCT_TITLE","Artifact Cabinet","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-041-passport-artifacts-standard-desktop;HP-P6-EV-042-passport-artifacts-modern-mobile","No physical screen-reader proof claimed."
"screen-page-passport-artifacts-[artifactId]","ROUTE_METADATA_OR_PRODUCT_TITLE","Artifact Detail","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-043-passport-artifacts-artifact-d--standard-desktop;HP-P6-EV-044-passport-artifacts-artifact-d--modern-mobile","No physical screen-reader proof claimed."
"screen-page-passport-history","ROUTE_METADATA_OR_PRODUCT_TITLE","History & Memories","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-037-passport-history-standard-desktop;HP-P6-EV-038-passport-history-modern-mobile","No physical screen-reader proof claimed."
"screen-page-passport-history-[recordId]","ROUTE_METADATA_OR_PRODUCT_TITLE","Voyage Record","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-039-passport-history-record-d--standard-desktop;HP-P6-EV-040-passport-history-record-d--modern-mobile","No physical screen-reader proof claimed."
"screen-page-player-library","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-005-player-library-standard-desktop;HP-P6-EV-006-player-library-modern-mobile;HP-P6-EV-067-player-library-compact-desktop;HP-P6-EV-068-player-library-tablet-landscape;HP-P6-EV-069-player-library-tablet-portrait;HP-P6-EV-070-player-library-narrow-mobile;HP-P6-EV-109-player-library-effective-200-percent","No physical screen-reader proof claimed."
"screen-page-player-playthroughs-playthroughid","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-019-player-playthroughs-playthroughid-standard-desktop;HP-P6-EV-020-player-playthroughs-playthroughid-modern-mobile;HP-P6-EV-095-player-playthroughs-playthroughid-compact-desktop;HP-P6-EV-096-player-playthroughs-playthroughid-tablet-landscape;HP-P6-EV-097-player-playthroughs-playthroughid-tablet-portrait;HP-P6-EV-098-player-playthroughs-playthroughid-narrow-mobile;HP-P6-EV-116-player-playthroughs-playthroughid-effective-200-percent","No physical screen-reader proof claimed."
"screen-page-player-playthroughs-playthroughid-journal","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-053-player-playthroughs-playthroughid-journal-standard-desktop;HP-P6-EV-054-player-playthroughs-playthroughid-journal-modern-mobile","No physical screen-reader proof claimed."
"screen-page-register","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-025-register-standard-desktop;HP-P6-EV-026-register-modern-mobile","No physical screen-reader proof claimed."
"screen-page-sign-in","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-003-sign-in-standard-desktop;HP-P6-EV-004-sign-in-modern-mobile;HP-P6-EV-063-sign-in-compact-desktop;HP-P6-EV-064-sign-in-tablet-landscape;HP-P6-EV-065-sign-in-tablet-portrait;HP-P6-EV-066-sign-in-narrow-mobile;HP-P6-EV-108-sign-in-effective-200-percent","No physical screen-reader proof claimed."
"screen-page-studio-library","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-009-studio-library-standard-desktop;HP-P6-EV-010-studio-library-modern-mobile;HP-P6-EV-075-studio-library-compact-desktop;HP-P6-EV-076-studio-library-tablet-landscape;HP-P6-EV-077-studio-library-tablet-portrait;HP-P6-EV-078-studio-library-narrow-mobile;HP-P6-EV-111-studio-library-effective-200-percent","No physical screen-reader proof claimed."
"screen-page-studio-private-content","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-057-studio-private-content-standard-desktop;HP-P6-EV-058-studio-private-content-modern-mobile","No physical screen-reader proof claimed."
"screen-page-studio-tales-taleid","ROUTE_METADATA_OR_PRODUCT_TITLE","RUNTIME_COMPONENT_OWNED","HEADER_NAV_MAIN_AND_CONTEXTUAL_REGIONS_WHERE_APPLICABLE","EXPLICIT","ORDERED","VISIBLE_OR_ACCESSIBLE_NAME","DOMAIN_SPECIFIC","ROLE_ALERT_AND_FIELD_ASSOCIATION","MUTATION_AND_ASYNC_STATE_ANNOUNCED","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","TRAPPED_WHILE_OPEN_AND_RESTORED_ON_CLOSE","INITIATING_CONTROL_OR_DESTINATION_HEADING","Semantic DOM order, visible focus, Enter and Space activation, no pointer-only action.","All ordinary actions are touch-operable with governed target size and no hover dependency.","ARIA_CURRENT_PRESSED_EXPANDED_OR_STATUS_AS_APPLICABLE","YES","YES","ALT_OR_NAMED_FALLBACK","PRESENT_WHEN_AUTHORED_OTHERWISE_TRUTHFUL_LIMITATION","EFFECTIVE_200_PERCENT_MATRIX","ROLE_NAME_DESCRIPTION_HEADING_FOCUS_LIVE_STATE","ZERO_SERIOUS_OR_CRITICAL","HP-P6-EV-023-studio-tales-taleid-standard-desktop;HP-P6-EV-024-studio-tales-taleid-modern-mobile;HP-P6-EV-103-studio-tales-taleid-compact-desktop;HP-P6-EV-104-studio-tales-taleid-tablet-landscape;HP-P6-EV-105-studio-tales-taleid-tablet-portrait;HP-P6-EV-106-studio-tales-taleid-narrow-mobile;HP-P6-EV-118-studio-tales-taleid-effective-200-percent","No physical screen-reader proof claimed."
