"finding_id","acceptance_id","acceptance_criterion","source_authority","planned_source_locations","required_tests","required_evidence","final_status","limitation"
"HP-OWCR1-011","HP-OWCR1-AC-011","View My Profile resolves the signed-in account’s actual public Profile route; absent-profile recovery is explicit.","Project_Homeport_Personal_Harbor_Correction_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/homeport/PersonalHarborLayout.tsx;src/navigation/registry.ts;src/styles/personal-harbor.css","homeport.correction.profile.destination","HP-OWCR1-EV-F-PUBLIC-PROFILE-DESTINATION","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-012","HP-OWCR1-AC-012","One claimed active AccountSession can naturally use Player and initialize Captain and Creator capabilities without parallel accounts.","Project_Homeport_Workspace_Capability_and_Active_Chronicle_Policy.md","src/homeport/workspace-capabilities.ts;src/components/homeport/WorkspaceCapabilityDashboard.tsx;src/app/account/roles/page.tsx;src/app/api/account/workspaces/route.ts","homeport.correction.workspaces.one-account","HP-OWCR1-EV-D-ALL-WORKSPACES","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-013","HP-OWCR1-AC-013","Workspace families are expressed as capabilities of one account while resource-specific authorization remains authoritative.","Project_Homeport_Workspace_Capability_and_Active_Chronicle_Policy.md","src/homeport/workspace-capabilities.ts;src/components/homeport/WorkspaceCapabilityDashboard.tsx;src/app/account/roles/page.tsx;src/app/api/account/workspaces/route.ts","homeport.correction.workspaces.capability-model","HP-OWCR1-EV-D-ALL-WORKSPACES","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-014","HP-OWCR1-AC-014","A claimed active account can idempotently activate and enter Player, Captain, and Creator workspace families.","Project_Homeport_Workspace_Capability_and_Active_Chronicle_Policy.md","src/homeport/workspace-capabilities.ts;src/components/homeport/WorkspaceCapabilityDashboard.tsx;src/app/account/roles/page.tsx;src/app/api/account/workspaces/route.ts","homeport.correction.workspaces.self-initialize","HP-OWCR1-EV-D-ALL-WORKSPACES","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-015","HP-OWCR1-AC-015","Server-owned transition policy blocks unsafe workspace switches during active Player participation and unlocks only after a confirmed authoritative safe exit.","Project_Homeport_Workspace_Capability_and_Active_Chronicle_Policy.md","src/homeport/workspace-capabilities.ts;src/components/homeport/WorkspaceCapabilityDashboard.tsx;src/app/account/roles/page.tsx;src/app/api/account/workspaces/route.ts","homeport.correction.workspaces.active-lock","HP-OWCR1-EV-E-ACTIVE-CHRONICLE-LOCK","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-016","HP-OWCR1-AC-016","A claimed account has a normalized unique primary email with explicit verification state and safe projection.","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","src/wayfarer/accounts.ts;src/components/homeport/AccountSurfaces.tsx;src/app/api/auth/register/route.ts;src/app/api/account/email/change/request/route.ts","homeport.correction.email.primary","HP-OWCR1-EV-H-VERIFIED-EMAIL","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-017","HP-OWCR1-AC-017","Email identity is authoritative, hashed-challenge based, enumeration-safe, rate-limited, auditable, and never leaked through public projections.","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","src/wayfarer/accounts.ts;src/components/homeport/AccountSurfaces.tsx;src/app/api/auth/register/route.ts;src/app/api/account/email/change/request/route.ts","homeport.correction.email.identity","HP-OWCR1-EV-H-VERIFIED-EMAIL","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-018","HP-OWCR1-AC-018","Registration, verification/resend, email change/notice, email sign-in, and password recovery work end to end through the synthetic local delivery boundary.","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","src/wayfarer/accounts.ts;src/components/homeport/AccountSurfaces.tsx;src/app/api/auth/register/route.ts;src/app/api/account/email/change/request/route.ts","homeport.correction.email.lifecycle","HP-OWCR1-EV-H-VERIFIED-EMAIL;HP-OWCR1-EV-I-EMAIL-CHANGE","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-019","HP-OWCR1-AC-019","Ordinary UI never exposes raw internal claim state and a sign-in-capable walkthrough account resolves to a truthful human lifecycle state.","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","src/wayfarer/accounts.ts;src/components/homeport/AccountSurfaces.tsx;src/app/api/auth/register/route.ts;src/app/api/account/email/change/request/route.ts","homeport.correction.claiming.human-state","HP-OWCR1-EV-G-ACCOUNT-CLAIMED","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-020","HP-OWCR1-AC-020","Guest claim and account setup use one explicit lifecycle that preserves owned records and prevents contradictory sign-in/claim states.","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","src/wayfarer/accounts.ts;src/components/homeport/AccountSurfaces.tsx;src/app/api/auth/register/route.ts;src/app/api/account/email/change/request/route.ts","homeport.correction.claiming.lifecycle","HP-OWCR1-EV-G-ACCOUNT-CLAIMED","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-021","HP-OWCR1-AC-021","Personal Harbor ends with a keyboard/touch accessible faint-red Sign Out destination that uses the canonical sign-out lifecycle.","Project_Homeport_Personal_Harbor_Correction_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/homeport/PersonalHarborLayout.tsx;src/navigation/registry.ts;src/styles/personal-harbor.css","homeport.correction.personal-harbor.sign-out","HP-OWCR1-EV-O-SIGN-OUT-ENTRY;HP-OWCR1-EV-AD-MOBILE-PERSONAL-HARBOR","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-022","HP-OWCR1-AC-022","A reauthenticated export job produces a versioned scoped archive, manifest, checksum, expiry, and authorized download with real lifecycle states.","Project_Homeport_Account_Data_Export_Contract.md","src/wayfarer/account-lifecycle.ts;src/app/api/account/data/export/route.ts;src/app/api/account/data/export/[id]/route.ts","homeport.correction.account.export","HP-OWCR1-EV-K-DATA-EXPORT","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-023","HP-OWCR1-AC-023","Reauthenticated deactivation performs the governed reversible lifecycle, resolves participation, hides public identity, revokes sessions, and supports the centralized reactivation window.","Project_Homeport_Account_Deactivation_and_Deletion_Contract.md","src/wayfarer/account-lifecycle.ts;src/app/api/account/data/deactivate/route.ts;src/app/api/account/data/delete/route.ts;scripts/homeport/process-account-lifecycle.ts","homeport.correction.account.deactivation","HP-OWCR1-EV-L-DEACTIVATION-WARNING","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-024","HP-OWCR1-AC-024","Reauthenticated typed-confirmation deletion schedules and processes the governed dependency-aware lifecycle with cancellation and audit records.","Project_Homeport_Account_Deactivation_and_Deletion_Contract.md","src/wayfarer/account-lifecycle.ts;src/app/api/account/data/deactivate/route.ts;src/app/api/account/data/delete/route.ts;scripts/homeport/process-account-lifecycle.ts","homeport.correction.account.deletion","HP-OWCR1-EV-M-DELETION-DANGER","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-025","HP-OWCR1-AC-025","Export, email change, unlink, deactivation, and deletion use action-specific warnings, confirmation, reauthentication, danger hierarchy, failure recovery, and audit semantics.","Project_Homeport_Account_Deactivation_and_Deletion_Contract.md","src/wayfarer/account-lifecycle.ts;src/app/api/account/data/deactivate/route.ts;src/app/api/account/data/delete/route.ts;scripts/homeport/process-account-lifecycle.ts","homeport.correction.account.sensitive-actions","HP-OWCR1-EV-L-DEACTIVATION-WARNING;HP-OWCR1-EV-M-DELETION-DANGER","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-026","HP-OWCR1-AC-026","Discord, Steam, and Microsoft/Xbox participate in one secure provider-adapter lifecycle; unconfigured providers remain truthfully unavailable and secrets never enter the UI.","Project_Homeport_Linked_Identity_Provider_Contract.md","src/wayfarer/providers.ts;src/app/api/passport/providers/route.ts;src/app/api/passport/providers/begin/route.ts","homeport.correction.providers.adapters","HP-OWCR1-EV-J-LINKED-IDENTITIES","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-027","HP-OWCR1-AC-027","Noninteractive section headings and interactive destinations are visually and semantically distinct on desktop, mobile, keyboard, and screen reader.","Project_Homeport_Personal_Harbor_Correction_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/homeport/PersonalHarborLayout.tsx;src/navigation/registry.ts;src/styles/personal-harbor.css","homeport.correction.personal-harbor.hierarchy","HP-OWCR1-EV-N-PERSONAL-HARBOR-NAV","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-028","HP-OWCR1-AC-028","Personal Information is the sole display-name editor; Public Profile consumes the value and links to that authority.","Project_Homeport_Personal_Harbor_Correction_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/homeport/PersonalHarborLayout.tsx;src/navigation/registry.ts;src/styles/personal-harbor.css","homeport.correction.display-name.single-authority","HP-OWCR1-EV-P-PUBLIC-PROFILE-EDITOR","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-029","HP-OWCR1-AC-029","Fast navigation settles without a visible loading surface or stale/private-content flash.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.loading.no-fast-flash","HP-OWCR1-EV-Q-FAST-NO-LOADING-FLASH","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-030","HP-OWCR1-AC-030","The shared loading surface appears only after 500 ms unresolved work, cancels stale timers, and settles accessibly.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.loading.delay","HP-OWCR1-EV-R-DELAYED-LOADING","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-031","HP-OWCR1-AC-031","One governed route-transition lifecycle coordinates settlement, focus, scroll, interruption, history navigation, delayed loading, and reduced motion.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.route-transition.lifecycle","HP-OWCR1-EV-S-PAGE-TRANSITION","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-032","HP-OWCR1-AC-032","Review summary, composer, edit/delete-own, spoiler, moderation, mutation states, list cards, and empty state form a coherent responsive accessible presentation.","Project_Homeport_Community_Search_and_Review_Correction_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts;src/styles/community.css","homeport.correction.community.reviews","HP-OWCR1-EV-W-COMMUNITY-REVIEW-COMPOSER;HP-OWCR1-EV-X-COMMUNITY-REVIEW-LIST","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-033","HP-OWCR1-AC-033","Canonical Community search begins directly beneath the Harbor title and introduction.","Project_Homeport_Community_Search_and_Review_Correction_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts;src/styles/community.css","homeport.correction.community.search-placement","HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH;HP-OWCR1-EV-AC-MOBILE-HARBOR-SEARCH","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-034","HP-OWCR1-AC-034","A compact accessible search form is immediately available below the Harbor introduction on desktop and mobile.","Project_Homeport_Community_Search_and_Review_Correction_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts;src/styles/community.css","homeport.correction.community.compact-search","HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-035","HP-OWCR1-AC-035","Enter and an accessible Search icon submit identical canonical URL state.","Project_Homeport_Community_Search_and_Review_Correction_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts;src/styles/community.css","homeport.correction.community.search-submit","HP-OWCR1-EV-U-COMMUNITY-COMPACT-SEARCH","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-036","HP-OWCR1-AC-036","Full Search expands the same form into the detailed filter surface without duplicate state or losing value/focus.","Project_Homeport_Community_Search_and_Review_Correction_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts;src/styles/community.css","homeport.correction.community.full-search","HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-037","HP-OWCR1-AC-037","Search expansion/collapse uses governed interruption-safe motion and an equivalent reduced-motion final state.","Project_Homeport_Community_Search_and_Review_Correction_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts;src/styles/community.css","homeport.correction.community.search-motion","HP-OWCR1-EV-V-COMMUNITY-FULL-SEARCH","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-038","HP-OWCR1-AC-038","The lantern has clearly visible but restrained governed motion in full/gentle modes.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.home.lantern-motion","HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-039","HP-OWCR1-AC-039","Stars twinkle occasionally with staggered bounded lifecycle-managed motion.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.home.star-motion","HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-040","HP-OWCR1-AC-040","Fog drifts visibly and slowly without harming readability or leaking work while hidden.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.home.fog-motion","HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-041","HP-OWCR1-AC-041","All corrected motion renders a complete static or near-instant semantic state under reduced motion without loss of capability.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.motion.reduced","HP-OWCR1-EV-AA-REDUCED-MOTION","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-042","HP-OWCR1-AC-042","Role hero icons occupy their final nonoverlapping layout before first paint and remain stable before interaction.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.home.first-paint-icons","HP-OWCR1-EV-Y-HOME-FIRST-PAINT","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-043","HP-OWCR1-AC-043","Role cards and content are correct before hydration/hover/click at all governed viewports and effective 200 percent zoom.","Project_Homeport_Loading_Transition_and_Motion_Contract.md","src/components/ui/AsyncState.tsx;src/animation/platform/RouteMotionBoundary.tsx;src/components/landing/HarborLanding.tsx;src/components/shell/ProductShell.tsx","homeport.correction.home.first-paint-layout","HP-OWCR1-EV-Y-HOME-FIRST-PAINT","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
"HP-OWCR1-044","HP-OWCR1-AC-044","Every directly adjacent defect discovered during correction is assigned the next valid HP-OWCR1 and, when genuine, HP-NC record before repair, then traced through test, evidence, and limitation.","Project_Homeport_Phase_7_Owner_Walkthrough_Correction_Round_1_Architecture.md","scripts/homeport/finalize-phase7-owner-correction-round1.mjs;Development_Docs/Projects/Project_Homeport/evidence/phase7-owner-correction-round1/manifest.json","homeport.correction.adjacent-defect-traceability","HP-OWCR1-EV-AE-CORRECTION-FULL-REGRESSION","PASSED","Source-bound local synthetic proof passed at 61ea9ec; Codex visual review accepted the applicable evidence; owner re-review, merge, and deployment remain pending."
