"screen_id","state","applicable","trigger","data_source","visual_composition","primary_message","secondary_explanation","actions","recovery","parent","focus_target","live_region_behavior","privacy_rule","mobile_behavior","reduced_motion_behavior","test","evidence","final_status"
"screen-page-account","DEPENDENCY_UNAVAILABLE","YES","AUTHORITATIVE_RESOURCE_PROJECTION","PersonalHarborOverviewDto","Governed dependency unavailable composition within WORKSPACE_STANDARD","Dependency Unavailable","Domain-specific explanation preserves current product area and truthful authority.","RETRY_OR_STABLE_PARENT","EXPLICIT_AND_SAFE","route-page-account","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.dependency-unavailable","HP-P6-EV-011-account-standard-desktop;HP-P6-EV-012-account-modern-mobile;HP-P6-EV-079-account-compact-desktop;HP-P6-EV-080-account-tablet-landscape;HP-P6-EV-081-account-tablet-portrait;HP-P6-EV-082-account-narrow-mobile;HP-P6-EV-112-account-effective-200-percent","COMPLETE"
"screen-page-account","OFFLINE_OR_DEGRADED","YES","AUTHORITATIVE_RESOURCE_PROJECTION","PersonalHarborOverviewDto","Governed offline or degraded composition within WORKSPACE_STANDARD","Offline Or Degraded","Domain-specific explanation preserves current product area and truthful authority.","RETRY_OR_STABLE_PARENT","EXPLICIT_AND_SAFE","route-page-account","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.offline-or-degraded","HP-P6-EV-011-account-standard-desktop;HP-P6-EV-012-account-modern-mobile;HP-P6-EV-079-account-compact-desktop;HP-P6-EV-080-account-tablet-landscape;HP-P6-EV-081-account-tablet-portrait;HP-P6-EV-082-account-narrow-mobile;HP-P6-EV-112-account-effective-200-percent","COMPLETE"
"screen-page-account","MUTATION_PENDING","YES","USER_MUTATION_AND_SERVER_RESPONSE","PersonalHarborOverviewDto","Governed mutation pending composition within WORKSPACE_STANDARD","Mutation Pending","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-pending","HP-P6-EV-011-account-standard-desktop;HP-P6-EV-012-account-modern-mobile;HP-P6-EV-079-account-compact-desktop;HP-P6-EV-080-account-tablet-landscape;HP-P6-EV-081-account-tablet-portrait;HP-P6-EV-082-account-narrow-mobile;HP-P6-EV-112-account-effective-200-percent","COMPLETE"
"screen-page-account","MUTATION_SUCCESS","YES","USER_MUTATION_AND_SERVER_RESPONSE","PersonalHarborOverviewDto","Governed mutation success composition within WORKSPACE_STANDARD","Mutation Success","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-success","HP-P6-EV-011-account-standard-desktop;HP-P6-EV-012-account-modern-mobile;HP-P6-EV-079-account-compact-desktop;HP-P6-EV-080-account-tablet-landscape;HP-P6-EV-081-account-tablet-portrait;HP-P6-EV-082-account-narrow-mobile;HP-P6-EV-112-account-effective-200-percent","COMPLETE"
"screen-page-account","MUTATION_FAILURE","YES","USER_MUTATION_AND_SERVER_RESPONSE","PersonalHarborOverviewDto","Governed mutation failure composition within WORKSPACE_STANDARD","Mutation Failure","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-failure","HP-P6-EV-011-account-standard-desktop;HP-P6-EV-012-account-modern-mobile;HP-P6-EV-079-account-compact-desktop;HP-P6-EV-080-account-tablet-landscape;HP-P6-EV-081-account-tablet-portrait;HP-P6-EV-082-account-narrow-mobile;HP-P6-EV-112-account-effective-200-percent","COMPLETE"
"screen-page-account-accessibility","READY_POPULATED","YES","AUTHORITATIVE_RESOURCE_PROJECTION","PreferenceDto","Governed ready populated composition within WORKSPACE_STANDARD","Ready Populated","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.ready-populated","","COMPLETE"
"screen-page-account-accessibility","INITIAL_LOADING","YES","ASYNC_RESOURCE_PENDING","PreferenceDto","Governed initial loading composition within WORKSPACE_STANDARD","Initial Loading","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.initial-loading","","COMPLETE"
"screen-page-account-accessibility","RECOVERABLE_ERROR","YES","AUTHORITATIVE_RESOURCE_PROJECTION","PreferenceDto","Governed recoverable error composition within WORKSPACE_STANDARD","Recoverable Error","Domain-specific explanation preserves current product area and truthful authority.","RETRY_OR_STABLE_PARENT","EXPLICIT_AND_SAFE","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.recoverable-error","","COMPLETE"
"screen-page-account-accessibility","AUTH_REQUIRED","YES","CANONICAL_ACCOUNT_CONTEXT_DECISION","PreferenceDto","Governed auth required composition within WORKSPACE_STANDARD","Auth Required","Domain-specific explanation preserves current product area and truthful authority.","CANONICAL_SIGN_IN_WITH_SAFE_RETURN","PARENT_CONTEXT_RETAINED","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.auth-required","","COMPLETE"
"screen-page-account-accessibility","SESSION_EXPIRED","YES","CANONICAL_ACCOUNT_CONTEXT_DECISION","PreferenceDto","Governed session expired composition within WORKSPACE_STANDARD","Session Expired","Domain-specific explanation preserves current product area and truthful authority.","CANONICAL_SIGN_IN_WITH_SAFE_RETURN","EXPLICIT_AND_SAFE","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.session-expired","","COMPLETE"
"screen-page-account-accessibility","SESSION_REVOKED_OR_INVALID","YES","CANONICAL_ACCOUNT_CONTEXT_DECISION","PreferenceDto","Governed session revoked or invalid composition within WORKSPACE_STANDARD","Session Revoked Or Invalid","Domain-specific explanation preserves current product area and truthful authority.","CANONICAL_SIGN_IN_WITH_SAFE_RETURN","EXPLICIT_AND_SAFE","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.session-revoked-or-invalid","","COMPLETE"
"screen-page-account-accessibility","ACCOUNT_RESTRICTED","YES","CANONICAL_ACCOUNT_CONTEXT_DECISION","PreferenceDto","Governed account restricted composition within WORKSPACE_STANDARD","Account Restricted","Domain-specific explanation preserves current product area and truthful authority.","AVAILABLE_DESTINATION_OR_SUPPORT_CONTEXT","EXPLICIT_AND_SAFE","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.account-restricted","","COMPLETE"
"screen-page-account-accessibility","DEPENDENCY_UNAVAILABLE","YES","AUTHORITATIVE_RESOURCE_PROJECTION","PreferenceDto","Governed dependency unavailable composition within WORKSPACE_STANDARD","Dependency Unavailable","Domain-specific explanation preserves current product area and truthful authority.","RETRY_OR_STABLE_PARENT","EXPLICIT_AND_SAFE","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.dependency-unavailable","","COMPLETE"
"screen-page-account-accessibility","OFFLINE_OR_DEGRADED","YES","AUTHORITATIVE_RESOURCE_PROJECTION","PreferenceDto","Governed offline or degraded composition within WORKSPACE_STANDARD","Offline Or Degraded","Domain-specific explanation preserves current product area and truthful authority.","RETRY_OR_STABLE_PARENT","EXPLICIT_AND_SAFE","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.offline-or-degraded","","COMPLETE"
"screen-page-account-accessibility","MUTATION_PENDING","YES","USER_MUTATION_AND_SERVER_RESPONSE","PreferenceDto","Governed mutation pending composition within WORKSPACE_STANDARD","Mutation Pending","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-pending","","COMPLETE"
"screen-page-account-accessibility","MUTATION_SUCCESS","YES","USER_MUTATION_AND_SERVER_RESPONSE","PreferenceDto","Governed mutation success composition within WORKSPACE_STANDARD","Mutation Success","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-success","","COMPLETE"
"screen-page-account-accessibility","MUTATION_FAILURE","YES","USER_MUTATION_AND_SERVER_RESPONSE","PreferenceDto","Governed mutation failure composition within WORKSPACE_STANDARD","Mutation Failure","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-failure","","COMPLETE"
"screen-page-account-accessibility","STALE_CONFLICT","YES","USER_MUTATION_AND_SERVER_RESPONSE","PreferenceDto","Governed stale conflict composition within WORKSPACE_STANDARD","Stale Conflict","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","EXPLICIT_AND_SAFE","route-page-account-accessibility","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.stale-conflict","","COMPLETE"
"screen-page-account-cancel-deletion","READY_POPULATED","YES","AUTHORITATIVE_RESOURCE_PROJECTION","SERVER_OR_CLIENT_COMPONENT_PROJECTION","Governed ready populated composition within TOKENIZED","Ready Populated","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-cancel-deletion","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.ready-populated","","COMPLETE"
"screen-page-account-cancel-deletion","INITIAL_LOADING","YES","ASYNC_RESOURCE_PENDING","SERVER_OR_CLIENT_COMPONENT_PROJECTION","Governed initial loading composition within TOKENIZED","Initial Loading","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-cancel-deletion","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.initial-loading","","COMPLETE"
"screen-page-account-cancel-deletion","RECOVERABLE_ERROR","YES","AUTHORITATIVE_RESOURCE_PROJECTION","SERVER_OR_CLIENT_COMPONENT_PROJECTION","Governed recoverable error composition within TOKENIZED","Recoverable Error","Domain-specific explanation preserves current product area and truthful authority.","RETRY_OR_STABLE_PARENT","EXPLICIT_AND_SAFE","route-page-account-cancel-deletion","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.recoverable-error","","COMPLETE"
"screen-page-account-cancel-deletion","DEPENDENCY_UNAVAILABLE","YES","AUTHORITATIVE_RESOURCE_PROJECTION","SERVER_OR_CLIENT_COMPONENT_PROJECTION","Governed dependency unavailable composition within TOKENIZED","Dependency Unavailable","Domain-specific explanation preserves current product area and truthful authority.","RETRY_OR_STABLE_PARENT","EXPLICIT_AND_SAFE","route-page-account-cancel-deletion","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.dependency-unavailable","","COMPLETE"
"screen-page-account-cancel-deletion","OFFLINE_OR_DEGRADED","YES","AUTHORITATIVE_RESOURCE_PROJECTION","SERVER_OR_CLIENT_COMPONENT_PROJECTION","Governed offline or degraded composition within TOKENIZED","Offline Or Degraded","Domain-specific explanation preserves current product area and truthful authority.","RETRY_OR_STABLE_PARENT","EXPLICIT_AND_SAFE","route-page-account-cancel-deletion","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","NOT_INTRUSIVE","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.offline-or-degraded","","COMPLETE"
"screen-page-account-cancel-deletion","MUTATION_PENDING","YES","USER_MUTATION_AND_SERVER_RESPONSE","SERVER_OR_CLIENT_COMPONENT_PROJECTION","Governed mutation pending composition within TOKENIZED","Mutation Pending","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-cancel-deletion","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-pending","","COMPLETE"
"screen-page-account-cancel-deletion","MUTATION_SUCCESS","YES","USER_MUTATION_AND_SERVER_RESPONSE","SERVER_OR_CLIENT_COMPONENT_PROJECTION","Governed mutation success composition within TOKENIZED","Mutation Success","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-cancel-deletion","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-success","","COMPLETE"
"screen-page-account-cancel-deletion","MUTATION_FAILURE","YES","USER_MUTATION_AND_SERVER_RESPONSE","SERVER_OR_CLIENT_COMPONENT_PROJECTION","Governed mutation failure composition within TOKENIZED","Mutation Failure","Domain-specific explanation preserves current product area and truthful authority.","STATE_SPECIFIC","PARENT_CONTEXT_RETAINED","route-page-account-cancel-deletion","Route entry focuses destination heading; disclosure and dialog closure restore a safe control.","POLITE_OR_ASSERTIVE_AS_SEVERITY_REQUIRES","No raw errors, identifiers, object keys, secrets, private DTOs, or stale identity.","Meaning and recovery remain available without horizontal document overflow.","Static semantic state with no success-delaying animation.","homeport.state.mutation-failure","","COMPLETE"
