"finding_id","acceptance_id","acceptance_criterion","source_authority","planned_source_locations","required_tests","required_evidence","final_status","limitation"
"HP-OWCR2-023","HP-OWCR2-AC-023","Source-bound proof satisfies the owner requirement: The capability fix must work in the actual owner-review runtime, not only automated journey clones.","Project_Homeport_Runtime_Fixture_Parity_Contract.md","scripts/homeport/seed-phase7-owner-correction-round2-fixture.mjs;tests/e2e/homeport-phase7-owner-correction-round2.spec.ts","homeport.owner-correction.round2.sera-capabilities","HP-OWCR2-EV-M-SERA-WORKSPACES","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-024","HP-OWCR2-AC-024","Source-bound proof satisfies the owner requirement: The system must diagnose and repair existing claimed accounts missing Player, Captain, or Creator capability setup.","Project_Homeport_Runtime_Fixture_Parity_Contract.md","scripts/homeport/seed-phase7-owner-correction-round2-fixture.mjs;tests/e2e/homeport-phase7-owner-correction-round2.spec.ts","homeport.owner-correction.round2.sera-capabilities","HP-OWCR2-EV-M-SERA-WORKSPACES","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-025","HP-OWCR2-AC-025","Source-bound proof satisfies the owner requirement: Creating a review can require a “Community Profile.”","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/community/CommunityReviewList.tsx;src/app/profile/[handle]/page.tsx","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-Q-PUBLIC-PROFILE-REVIEW","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-026","HP-OWCR2-AC-026","Source-bound proof satisfies the owner requirement: Personal Harbor exposes no obvious Community Profile creation path.","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/community/CommunityReviewList.tsx;src/app/profile/[handle]/page.tsx","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-Q-PUBLIC-PROFILE-REVIEW","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-027","HP-OWCR2-AC-027","Source-bound proof satisfies the owner requirement: Community identity should be the same public Profile used elsewhere.","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/community/CommunityReviewList.tsx;src/app/profile/[handle]/page.tsx","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-Q-PUBLIC-PROFILE-REVIEW","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-028","HP-OWCR2-AC-028","Source-bound proof satisfies the owner requirement: The user must not understand Community Profile as a second profile product.","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/community/CommunityReviewList.tsx;src/app/profile/[handle]/page.tsx","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-Q-PUBLIC-PROFILE-REVIEW","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-029","HP-OWCR2-AC-029","Source-bound proof satisfies the owner requirement: If a handle or public projection is missing, review flow should link directly to Public Profile setup.","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/community/CommunityReviewList.tsx;src/app/profile/[handle]/page.tsx","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-R-PUBLIC-PROFILE-SETUP","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-030","HP-OWCR2-AC-030","Source-bound proof satisfies the owner requirement: After setup, return to the original review composer.","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/community/CommunityReviewList.tsx;src/app/profile/[handle]/page.tsx","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-R-PUBLIC-PROFILE-SETUP","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-031","HP-OWCR2-AC-031","Source-bound proof satisfies the owner requirement: Existing valid public Profile identity should satisfy Community review identity requirements automatically.","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","src/components/homeport/AccountSurfaces.tsx;src/components/community/CommunityReviewList.tsx;src/app/profile/[handle]/page.tsx","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-R-PUBLIC-PROFILE-SETUP","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-032","HP-OWCR2-AC-032","Source-bound proof satisfies the owner requirement: Community district navigation immediately shows a Harbor error.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-033","HP-OWCR2-AC-033","Source-bound proof satisfies the owner requirement: Retry immediately succeeds.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-034","HP-OWCR2-AC-034","Source-bound proof satisfies the owner requirement: This behavior occurs on Community subpages/districts.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-035","HP-OWCR2-AC-035","Source-bound proof satisfies the owner requirement: A pending request is being treated as an error.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-036","HP-OWCR2-AC-036","Source-bound proof satisfies the owner requirement: Fast successful requests must not show loading or error.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-037","HP-OWCR2-AC-037","Source-bound proof satisfies the owner requirement: Slow successful requests must show loading only after 500 ms.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-O-COMMUNITY-DELAYED-LOADING","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-038","HP-OWCR2-AC-038","Source-bound proof satisfies the owner requirement: An error panel must appear only after a real request failure or governed timeout.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-P-COMMUNITY-REAL-ERROR","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-039","HP-OWCR2-AC-039","Source-bound proof satisfies the owner requirement: Every Community district must be tested through ordinary navigation.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-Y-COMMUNITY-CONTRAST","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-040","HP-OWCR2-AC-040","Source-bound proof satisfies the owner requirement: The redundant “Current Area” strip should be removed from ordinary Community pages as well as Personal Harbor.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-Y-COMMUNITY-CONTRAST","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-041","HP-OWCR2-AC-041","Source-bound proof satisfies the owner requirement: ProductShell contextual strips must appear only when they communicate real context, permission, session, recovery, or immersive state.","Project_Homeport_Community_Loading_State_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-Y-COMMUNITY-CONTRAST","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-042","HP-OWCR2-AC-042","Source-bound proof satisfies the owner requirement: Community cards/details display values such as “12 saves” and “4.8 stars.”","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-043","HP-OWCR2-AC-043","Source-bound proof satisfies the owner requirement: These values must be real authoritative aggregates.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-044","HP-OWCR2-AC-044","Source-bound proof satisfies the owner requirement: Save count must derive from active authoritative save records.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-045","HP-OWCR2-AC-045","Source-bound proof satisfies the owner requirement: Average rating must derive from eligible published reviews.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-046","HP-OWCR2-AC-046","Source-bound proof satisfies the owner requirement: Rating count must be shown.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-047","HP-OWCR2-AC-047","Source-bound proof satisfies the owner requirement: Decorative fixture counts must not be presented as product truth.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-048","HP-OWCR2-AC-048","Source-bound proof satisfies the owner requirement: Save/unsave must update counts correctly.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-049","HP-OWCR2-AC-049","Source-bound proof satisfies the owner requirement: Review create/update/delete/moderation must update rating aggregates.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-050","HP-OWCR2-AC-050","Source-bound proof satisfies the owner requirement: Duplicate saves and duplicate active ratings must not be counted.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-051","HP-OWCR2-AC-051","Source-bound proof satisfies the owner requirement: Removed or disallowed reviews must follow accepted aggregation policy.","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","src/components/community/CommunityDiscoveryBrowser.tsx;src/components/community/CommunityReviewList.tsx;src/community/discovery.ts","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-052","HP-OWCR2-AC-052","Source-bound proof satisfies the owner requirement: “About this Chronicle” is improved but still needs richer information.","Project_Homeport_Chronicle_Preview_Expansion_Contract.md","tests/e2e/homeport-phase7-owner-correction-round2.spec.ts;Development_Docs/Projects/Project_Homeport/evidence/phase7-owner-correction-round2/manifest.json","homeport.owner-correction.round2.chronicle-preview-expanded","HP-OWCR2-EV-V-CHRONICLE-PREVIEW-EXPANDED","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
"HP-OWCR2-053","HP-OWCR2-AC-053","Source-bound proof satisfies the owner requirement: Chronicle previews should include more practical and experiential metadata.","Project_Homeport_Chronicle_Preview_Expansion_Contract.md","tests/e2e/homeport-phase7-owner-correction-round2.spec.ts;Development_Docs/Projects/Project_Homeport/evidence/phase7-owner-correction-round2/manifest.json","homeport.owner-correction.round2.chronicle-preview-expanded","HP-OWCR2-EV-V-CHRONICLE-PREVIEW-EXPANDED","PASSED","Exact-source local synthetic proof passed; Codex visual review is ACCEPTED where applicable. Owner re-review, merge, deployment, and live providers remain external."
