"finding_id","acceptance_id","acceptance_criterion","source_authority","planned_source_locations","required_tests","required_evidence","final_status","limitation"
"HP-OWCR3-011","HP-OWCR3-AC-011","Exact-source proof satisfies the owner requirement: The upper-right account circle must use the avatar when one exists.","Project_Homeport_Profile_Imagery_and_Crop_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","profile-media;crop-editor;identity-projection","HP-OWCR3-EV-A;HP-OWCR3-EV-B;HP-OWCR3-EV-C;HP-OWCR3-EV-D;HP-OWCR3-EV-E;HP-OWCR3-EV-G;HP-OWCR3-EV-H","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-012","HP-OWCR3-AC-012","Exact-source proof satisfies the owner requirement: Initial fallback remains only when no avatar exists.","Project_Homeport_Profile_Imagery_and_Crop_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","profile-media;crop-editor;identity-projection","HP-OWCR3-EV-A;HP-OWCR3-EV-B;HP-OWCR3-EV-C;HP-OWCR3-EV-D;HP-OWCR3-EV-E;HP-OWCR3-EV-G;HP-OWCR3-EV-H","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-013","HP-OWCR3-AC-013","Exact-source proof satisfies the owner requirement: The profile-completion percentage currently occupies too much attention.","Project_Homeport_Profile_Identity_Presentation_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","profile-overview;profile-identity","HP-OWCR3-EV-F;HP-OWCR3-EV-I","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-014","HP-OWCR3-AC-014","Exact-source proof satisfies the owner requirement: A handle reminder is useful.","Project_Homeport_Profile_Identity_Presentation_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","profile-overview;profile-identity","HP-OWCR3-EV-F;HP-OWCR3-EV-I","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-015","HP-OWCR3-AC-015","Exact-source proof satisfies the owner requirement: A large score/progress bar is not useful.","Project_Homeport_Profile_Identity_Presentation_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","profile-overview;profile-identity","HP-OWCR3-EV-F;HP-OWCR3-EV-I","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-016","HP-OWCR3-AC-016","Exact-source proof satisfies the owner requirement: Profile Overview should primarily present the person's identity.","Project_Homeport_Profile_Identity_Presentation_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","profile-overview;profile-identity","HP-OWCR3-EV-F;HP-OWCR3-EV-I","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-017","HP-OWCR3-AC-017","Exact-source proof satisfies the owner requirement: The banner and avatar should become the primary visual composition.","Project_Homeport_Profile_Identity_Presentation_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","profile-overview;profile-identity","HP-OWCR3-EV-F;HP-OWCR3-EV-I","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-018","HP-OWCR3-AC-018","Exact-source proof satisfies the owner requirement: Registration itself worked well.","Project_Homeport_Registration_Email_Code_Verification_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","email-code;transactional-email;postmark-adapter","HP-OWCR3-EV-J;HP-OWCR3-EV-K;HP-OWCR3-EV-L;HP-OWCR3-EV-M","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-019","HP-OWCR3-AC-019","Exact-source proof satisfies the owner requirement: After registration submission, a verification-code screen should appear.","Project_Homeport_Registration_Email_Code_Verification_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","email-code;transactional-email;postmark-adapter","HP-OWCR3-EV-J;HP-OWCR3-EV-K;HP-OWCR3-EV-L;HP-OWCR3-EV-M","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-020","HP-OWCR3-AC-020","Exact-source proof satisfies the owner requirement: A verification code must be sent to the entered email address.","Project_Homeport_Registration_Email_Code_Verification_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","email-code;transactional-email;postmark-adapter","HP-OWCR3-EV-J;HP-OWCR3-EV-K;HP-OWCR3-EV-L;HP-OWCR3-EV-M","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-021","HP-OWCR3-AC-021","Exact-source proof satisfies the owner requirement: The person must enter the code before becoming a fully verified ordinary account.","Project_Homeport_Registration_Email_Code_Verification_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","email-code;transactional-email;postmark-adapter","HP-OWCR3-EV-J;HP-OWCR3-EV-K;HP-OWCR3-EV-L;HP-OWCR3-EV-M","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-022","HP-OWCR3-AC-022","Exact-source proof satisfies the owner requirement: The email system must work with real inbox delivery.","Project_Homeport_Postmark_Transactional_Email_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","email-code;transactional-email;postmark-adapter","HP-OWCR3-EV-J;HP-OWCR3-EV-K;HP-OWCR3-EV-L;HP-OWCR3-EV-M","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-023","HP-OWCR3-AC-023","Exact-source proof satisfies the owner requirement: Postmark is the selected staging/production transactional-email provider.","Project_Homeport_Postmark_Transactional_Email_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","email-code;transactional-email;postmark-adapter","HP-OWCR3-EV-J;HP-OWCR3-EV-K;HP-OWCR3-EV-L;HP-OWCR3-EV-M","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-024","HP-OWCR3-AC-024","Exact-source proof satisfies the owner requirement: The synthetic outbox remains for automated/local test isolation.","Project_Homeport_Postmark_Transactional_Email_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","email-code;transactional-email;postmark-adapter","HP-OWCR3-EV-J;HP-OWCR3-EV-K;HP-OWCR3-EV-L;HP-OWCR3-EV-M","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-025","HP-OWCR3-AC-025","Exact-source proof satisfies the owner requirement: Verification, password recovery, email change, and security notices must use the same governed provider architecture.","Project_Homeport_Postmark_Transactional_Email_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","email-code;transactional-email;postmark-adapter","HP-OWCR3-EV-J;HP-OWCR3-EV-K;HP-OWCR3-EV-L;HP-OWCR3-EV-M","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-026","HP-OWCR3-AC-026","Exact-source proof satisfies the owner requirement: The application should default to Dark Mode.","Project_Homeport_Dark_Default_and_Light_Deferral_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","theme-bootstrap;theme-default","HP-OWCR3-EV-X","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-027","HP-OWCR3-AC-027","Exact-source proof satisfies the owner requirement: New anonymous sessions should start in Dark Mode.","Project_Homeport_Dark_Default_and_Light_Deferral_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","theme-bootstrap;theme-default","HP-OWCR3-EV-X","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-028","HP-OWCR3-AC-028","Exact-source proof satisfies the owner requirement: New accounts should start in Dark Mode.","Project_Homeport_Dark_Default_and_Light_Deferral_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","theme-bootstrap;theme-default","HP-OWCR3-EV-X","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-029","HP-OWCR3-AC-029","Exact-source proof satisfies the owner requirement: The owner-review fixture should start in Dark Mode.","Project_Homeport_Dark_Default_and_Light_Deferral_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","theme-bootstrap;theme-default","HP-OWCR3-EV-X","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-030","HP-OWCR3-AC-030","Exact-source proof satisfies the owner requirement: Light Mode needs additional work, but that work is deferred from this correction round.","Project_Homeport_Dark_Default_and_Light_Deferral_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","theme-bootstrap;theme-default","HP-OWCR3-EV-X","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-031","HP-OWCR3-AC-031","Exact-source proof satisfies the owner requirement: Round 3 must not become another broad Light Mode redesign.","Project_Homeport_Dark_Default_and_Light_Deferral_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","theme-bootstrap;theme-default","HP-OWCR3-EV-X","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-032","HP-OWCR3-AC-032","Exact-source proof satisfies the owner requirement: The All Workspaces page is visually improved.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-033","HP-OWCR3-AC-033","Exact-source proof satisfies the owner requirement: Captain remains marked UNAVAILABLE.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-034","HP-OWCR3-AC-034","Exact-source proof satisfies the owner requirement: Creator remains marked UNAVAILABLE.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-035","HP-OWCR3-AC-035","Exact-source proof satisfies the owner requirement: This occurs on a newly created account.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-036","HP-OWCR3-AC-036","Exact-source proof satisfies the owner requirement: This occurs before the account has entered any Chronicle.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-037","HP-OWCR3-AC-037","Exact-source proof satisfies the owner requirement: The active-Chronicle lock is therefore not the cause.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-038","HP-OWCR3-AC-038","Exact-source proof satisfies the owner requirement: New-account workspace provisioning is incorrect.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-039","HP-OWCR3-AC-039","Exact-source proof satisfies the owner requirement: Claimed active accounts must be able to enter all three workspaces.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-040","HP-OWCR3-AC-040","Exact-source proof satisfies the owner requirement: Workspace availability must not be confused with ownership of another person's Chronicle, Voyage, draft, or private content.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-041","HP-OWCR3-AC-041","Exact-source proof satisfies the owner requirement: Captain should show a useful empty workspace when no Captain Voyages exist.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-042","HP-OWCR3-AC-042","Exact-source proof satisfies the owner requirement: Creator should show a useful empty workspace and creation action.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-043","HP-OWCR3-AC-043","Exact-source proof satisfies the owner requirement: Existing claimed accounts require safe reconciliation.","Project_Homeport_Workspace_Entry_and_Resource_Authority_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","workspace-entry;resource-authority;reconciliation;active-lock","HP-OWCR3-EV-N;HP-OWCR3-EV-O;HP-OWCR3-EV-P;HP-OWCR3-EV-Q","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-044","HP-OWCR3-AC-044","Exact-source proof satisfies the owner requirement: Current page transitions fade completely to the background.","Project_Homeport_Route_Crossfade_Transition_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","route-crossfade;loading-threshold;focus-scroll","HP-OWCR3-EV-R;HP-OWCR3-EV-S;HP-OWCR3-EV-T","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-045","HP-OWCR3-AC-045","Exact-source proof satisfies the owner requirement: They then fade from the background into the destination.","Project_Homeport_Route_Crossfade_Transition_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","route-crossfade;loading-threshold;focus-scroll","HP-OWCR3-EV-R;HP-OWCR3-EV-S;HP-OWCR3-EV-T","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-046","HP-OWCR3-AC-046","Exact-source proof satisfies the owner requirement: The result feels like a soft blink.","Project_Homeport_Route_Crossfade_Transition_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","route-crossfade;loading-threshold;focus-scroll","HP-OWCR3-EV-R;HP-OWCR3-EV-S;HP-OWCR3-EV-T","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-047","HP-OWCR3-AC-047","Exact-source proof satisfies the owner requirement: Pages should crossfade directly into one another.","Project_Homeport_Route_Crossfade_Transition_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","route-crossfade;loading-threshold;focus-scroll","HP-OWCR3-EV-R;HP-OWCR3-EV-S;HP-OWCR3-EV-T","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-048","HP-OWCR3-AC-048","Exact-source proof satisfies the owner requirement: No empty background-only frame should be visible.","Project_Homeport_Route_Crossfade_Transition_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","route-crossfade;loading-threshold;focus-scroll","HP-OWCR3-EV-R;HP-OWCR3-EV-S;HP-OWCR3-EV-T","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-049","HP-OWCR3-AC-049","Exact-source proof satisfies the owner requirement: The shell should remain stable.","Project_Homeport_Route_Crossfade_Transition_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","route-crossfade;loading-threshold;focus-scroll","HP-OWCR3-EV-R;HP-OWCR3-EV-S;HP-OWCR3-EV-T","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-050","HP-OWCR3-AC-050","Exact-source proof satisfies the owner requirement: Loading remains governed separately by the 500 ms threshold.","Project_Homeport_Route_Crossfade_Transition_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","route-crossfade;loading-threshold;focus-scroll","HP-OWCR3-EV-R;HP-OWCR3-EV-S;HP-OWCR3-EV-T","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-051","HP-OWCR3-AC-051","Exact-source proof satisfies the owner requirement: The upper-right Profile dropdown still has no perceptible animation.","Project_Homeport_Account_Menu_Motion_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","account-menu-motion;frame-evidence","HP-OWCR3-EV-U;HP-OWCR3-EV-V;HP-OWCR3-EV-W","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-052","HP-OWCR3-AC-052","Exact-source proof satisfies the owner requirement: Prior automated proof did not match owner perception.","Project_Homeport_Account_Menu_Motion_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","account-menu-motion;frame-evidence","HP-OWCR3-EV-U;HP-OWCR3-EV-V;HP-OWCR3-EV-W","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-053","HP-OWCR3-AC-053","Exact-source proof satisfies the owner requirement: The real production dropdown requires stronger, visible motion.","Project_Homeport_Account_Menu_Motion_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","account-menu-motion;frame-evidence","HP-OWCR3-EV-U;HP-OWCR3-EV-V;HP-OWCR3-EV-W","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
"HP-OWCR3-054","HP-OWCR3-AC-054","Exact-source proof satisfies the owner requirement: Opening and closing must both be proven through frame evidence.","Project_Homeport_Account_Menu_Motion_Contract.md","PENDING_POST_FREEZE_SOURCE_CENSUS","account-menu-motion;frame-evidence","HP-OWCR3-EV-U;HP-OWCR3-EV-V;HP-OWCR3-EV-W","PLANNED","Architecture freeze only; implementation, live-provider delivery, evidence acceptance, Sounding Line, publication, owner re-review, merge, and deployment remain unproven."
