"finding_id","owner_order","owner_wording","product_area","severity","canonical_owner","parent_nonconformity","correction_nonconformity","architecture_contract","planned_test_contracts","planned_evidence_ids","current_status","limitation"
"HP-OWCR2-011","11","Other major cards also acquired inconsistent pale surfaces.","Theme and visual tokens","CRITICAL","project-homeport","","HP-NC-082","Project_Homeport_Global_Theme_and_Visual_Token_Contract.md","homeport.owner-correction.round2.theme","HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-012","12","Dark mode must be restored as a complete coherent dark theme.","Theme and visual tokens","CRITICAL","project-homeport","","HP-NC-083","Project_Homeport_Global_Theme_and_Visual_Token_Contract.md","homeport.owner-correction.round2.theme","HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-013","13","A real global Light Mode should be implemented for the complete product.","Theme and visual tokens","CRITICAL","project-homeport","","HP-NC-084","Project_Homeport_Global_Theme_and_Visual_Token_Contract.md","homeport.owner-correction.round2.theme","HP-OWCR2-EV-J-LIGHT-GATEWAY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-014","14","Light Mode must apply consistently rather than producing mixed dark/light pages.","Theme and visual tokens","CRITICAL","project-homeport","","HP-NC-085","Project_Homeport_Global_Theme_and_Visual_Token_Contract.md","homeport.owner-correction.round2.theme","HP-OWCR2-EV-J-LIGHT-GATEWAY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-015","15","Personal Harbor inactive links and ordinary body text became too gray.","Theme and visual tokens","CRITICAL","project-homeport","","HP-NC-086","Project_Homeport_Global_Theme_and_Visual_Token_Contract.md","homeport.owner-correction.round2.theme","HP-OWCR2-EV-X-PERSONAL-HARBOR-CONTRAST","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-016","16","Ordinary readable text must remain clearly readable.","Theme and visual tokens","CRITICAL","project-homeport","","HP-NC-087","Project_Homeport_Global_Theme_and_Visual_Token_Contract.md","homeport.owner-correction.round2.theme","HP-OWCR2-EV-X-PERSONAL-HARBOR-CONTRAST","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-017","17","Section headings, inactive links, metadata, secondary text, and disabled text require distinct tokens.","Theme and visual tokens","CRITICAL","project-homeport","","HP-NC-088","Project_Homeport_Global_Theme_and_Visual_Token_Contract.md","homeport.owner-correction.round2.theme","HP-OWCR2-EV-X-PERSONAL-HARBOR-CONTRAST","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-018","18","A repository-wide contrast and token audit is required.","Theme and visual tokens","CRITICAL","project-homeport","","HP-NC-089","Project_Homeport_Global_Theme_and_Visual_Token_Contract.md","homeport.owner-correction.round2.theme","HP-OWCR2-EV-Y-COMMUNITY-CONTRAST","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-019","19","Sera still receives incorrect permission denial when opening Captain.","Workspace capability parity","CRITICAL","wayfarer","","HP-NC-090","Project_Homeport_Runtime_Fixture_Parity_Contract.md","homeport.owner-correction.round2.sera-capabilities","HP-OWCR2-EV-M-SERA-WORKSPACES","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-020","20","Sera still receives incorrect permission denial when opening Creator.","Workspace capability parity","CRITICAL","wayfarer","","HP-NC-091","Project_Homeport_Runtime_Fixture_Parity_Contract.md","homeport.owner-correction.round2.sera-capabilities","HP-OWCR2-EV-M-SERA-WORKSPACES","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-021","21","Sera is not currently participating in an active Chronicle.","Workspace capability parity","CRITICAL","wayfarer","","HP-NC-092","Project_Homeport_Runtime_Fixture_Parity_Contract.md","homeport.owner-correction.round2.sera-capabilities","HP-OWCR2-EV-M-SERA-WORKSPACES","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-022","22","The final owner-review database did not reflect the intended one-account, three-workspace model.","Workspace capability parity","CRITICAL","wayfarer","","HP-NC-093","Project_Homeport_Runtime_Fixture_Parity_Contract.md","homeport.owner-correction.round2.sera-capabilities","HP-OWCR2-EV-M-SERA-WORKSPACES","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-023","23","The capability fix must work in the actual owner-review runtime, not only automated journey clones.","Workspace capability parity","CRITICAL","wayfarer","","HP-NC-094","Project_Homeport_Runtime_Fixture_Parity_Contract.md","homeport.owner-correction.round2.sera-capabilities","HP-OWCR2-EV-M-SERA-WORKSPACES","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-024","24","The system must diagnose and repair existing claimed accounts missing Player, Captain, or Creator capability setup.","Workspace capability parity","CRITICAL","wayfarer","","HP-NC-095","Project_Homeport_Runtime_Fixture_Parity_Contract.md","homeport.owner-correction.round2.sera-capabilities","HP-OWCR2-EV-M-SERA-WORKSPACES","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-025","25","Creating a review can require a “Community Profile.”","Public Profile and Community identity","CRITICAL","harborlight","","HP-NC-096","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-Q-PUBLIC-PROFILE-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-026","26","Personal Harbor exposes no obvious Community Profile creation path.","Public Profile and Community identity","CRITICAL","harborlight","","HP-NC-097","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-Q-PUBLIC-PROFILE-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-027","27","Community identity should be the same public Profile used elsewhere.","Public Profile and Community identity","CRITICAL","harborlight","","HP-NC-098","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-Q-PUBLIC-PROFILE-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-028","28","The user must not understand Community Profile as a second profile product.","Public Profile and Community identity","CRITICAL","harborlight","","HP-NC-099","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-Q-PUBLIC-PROFILE-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-029","29","If a handle or public projection is missing, review flow should link directly to Public Profile setup.","Public Profile and Community identity","CRITICAL","harborlight","","HP-NC-100","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-R-PUBLIC-PROFILE-SETUP","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-030","30","After setup, return to the original review composer.","Public Profile and Community identity","CRITICAL","harborlight","","HP-NC-101","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-R-PUBLIC-PROFILE-SETUP","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-031","31","Existing valid public Profile identity should satisfy Community review identity requirements automatically.","Public Profile and Community identity","CRITICAL","harborlight","","HP-NC-102","Project_Homeport_Public_Profile_and_Community_Identity_Contract.md","homeport.owner-correction.round2.public-profile-community-identity","HP-OWCR2-EV-R-PUBLIC-PROFILE-SETUP","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-032","32","Community district navigation immediately shows a Harbor error.","Community request state","CRITICAL","harborlight","","HP-NC-103","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-033","33","Retry immediately succeeds.","Community request state","CRITICAL","harborlight","","HP-NC-104","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-034","34","This behavior occurs on Community subpages/districts.","Community request state","CRITICAL","harborlight","","HP-NC-105","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-035","35","A pending request is being treated as an error.","Community request state","CRITICAL","harborlight","","HP-NC-106","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-036","36","Fast successful requests must not show loading or error.","Community request state","CRITICAL","harborlight","","HP-NC-107","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-N-COMMUNITY-FAST-READY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-037","37","Slow successful requests must show loading only after 500 ms.","Community request state","CRITICAL","harborlight","","HP-NC-108","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-O-COMMUNITY-DELAYED-LOADING","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-038","38","An error panel must appear only after a real request failure or governed timeout.","Community request state","CRITICAL","harborlight","","HP-NC-109","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-P-COMMUNITY-REAL-ERROR","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-039","39","Every Community district must be tested through ordinary navigation.","Community request state","CRITICAL","harborlight","","HP-NC-110","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-Y-COMMUNITY-CONTRAST","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-040","40","The redundant “Current Area” strip should be removed from ordinary Community pages as well as Personal Harbor.","Community request state","CRITICAL","harborlight","","HP-NC-111","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-Y-COMMUNITY-CONTRAST","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-041","41","ProductShell contextual strips must appear only when they communicate real context, permission, session, recovery, or immersive state.","Community request state","CRITICAL","harborlight","","HP-NC-112","Project_Homeport_Community_Loading_State_Contract.md","homeport.owner-correction.round2.community-loading","HP-OWCR2-EV-Y-COMMUNITY-CONTRAST","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-042","42","Community cards/details display values such as “12 saves” and “4.8 stars.”","Community aggregates","CRITICAL","harborlight","","HP-NC-113","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-043","43","These values must be real authoritative aggregates.","Community aggregates","CRITICAL","harborlight","","HP-NC-114","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-044","44","Save count must derive from active authoritative save records.","Community aggregates","CRITICAL","harborlight","","HP-NC-115","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-045","45","Average rating must derive from eligible published reviews.","Community aggregates","CRITICAL","harborlight","","HP-NC-116","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-046","46","Rating count must be shown.","Community aggregates","CRITICAL","harborlight","","HP-NC-117","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-047","47","Decorative fixture counts must not be presented as product truth.","Community aggregates","CRITICAL","harborlight","","HP-NC-118","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-048","48","Save/unsave must update counts correctly.","Community aggregates","CRITICAL","harborlight","","HP-NC-119","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-049","49","Review create/update/delete/moderation must update rating aggregates.","Community aggregates","CRITICAL","harborlight","","HP-NC-120","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-050","50","Duplicate saves and duplicate active ratings must not be counted.","Community aggregates","CRITICAL","harborlight","","HP-NC-121","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-S-SAVE-COUNT","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-051","51","Removed or disallowed reviews must follow accepted aggregation policy.","Community aggregates","CRITICAL","harborlight","","HP-NC-122","Project_Homeport_Community_Rating_and_Save_Aggregation_Contract.md","homeport.owner-correction.round2.community-aggregates","HP-OWCR2-EV-T-RATING-SUMMARY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-052","52","“About this Chronicle” is improved but still needs richer information.","Chronicle preview","HIGH","one-voyage","","HP-NC-123","Project_Homeport_Chronicle_Preview_Expansion_Contract.md","homeport.owner-correction.round2.chronicle-preview-expanded","HP-OWCR2-EV-V-CHRONICLE-PREVIEW-EXPANDED","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-053","53","Chronicle previews should include more practical and experiential metadata.","Chronicle preview","HIGH","one-voyage","","HP-NC-124","Project_Homeport_Chronicle_Preview_Expansion_Contract.md","homeport.owner-correction.round2.chronicle-preview-expanded","HP-OWCR2-EV-V-CHRONICLE-PREVIEW-EXPANDED","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-054","54","Chronicle preview should show average rating and review/comment summary.","Chronicle preview","HIGH","one-voyage","","HP-NC-125","Project_Homeport_Chronicle_Preview_Expansion_Contract.md","homeport.owner-correction.round2.chronicle-preview-expanded","HP-OWCR2-EV-V-CHRONICLE-PREVIEW-EXPANDED","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-055","55","Chronicle ratings and comments must require verified Chronicle completion.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-126","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-U-COMPLETION-VERIFIED-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-056","56","Completion eligibility must be server-derived.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-127","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-U-COMPLETION-VERIFIED-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-057","57","Rating/review is optional after completion.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-128","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-U-COMPLETION-VERIFIED-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-058","58","The Player may dismiss the prompt.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-129","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-U-COMPLETION-VERIFIED-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-059","59","The Player may submit later.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-130","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-U-COMPLETION-VERIFIED-REVIEW","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-060","60","Later review entry must be available from Chronicle Passport history.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-131","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-W-PASSPORT-REVIEW-ENTRY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-061","61","Later review entry must be available from the Chronicle public detail page.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-132","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-W-PASSPORT-REVIEW-ENTRY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
